ID,Slug,Title,Old Excerpt (first 200 chars),New Meta Description,Meta Length,Status
99210,battlefield-6s-2026-plan-fixes-what-broke-but,Battlefield 6’s 2026 Plan Fixes What Broke — But Is It Enough?,"Battlefield 6 is refocusing on core multiplayer, RedSec, and Portal in 2026 with seasonal maps, balance, and QoL fixes — here’s what actually matters for…","Battlefield 6 refocuses on core multiplayer, RedSec, and Portal in 2026 with seasonal maps and QoL fixes. Here's what matters for players.",138,ok
99208,studio-wildcard-just-doubled-down-on-ark-a,Studio Wildcard just doubled down on Ark — a two‑year roadmap and an Ark 2 window for 2028,"Lost Colony launches as the first original Ark DLC, but the real story is a seven-drop ASA roadmap and an internal Ark 2 target of 2028 — with delays…",Studio Wildcard's two-year ASA roadmap includes seven content drops and an internal Ark 2 target of 2028. Expect exciting content and delays.,141,ok
99192,sony-and-honda-put-ps5-remote-play-in,I Tried PS5 Gaming in an EV—and It’s Surprisingly Useful,"Sony Honda’s Afeela EV brings native PS Remote Play to your dashboard. Learn how to set it up, test your network, and which games to stream in the car.","Sony Honda's Afeela EV brings native PS5 Remote Play to your dashboard. Set it up, test your network, and find the best games to stream.",136,ok
99191,overwatch-2-promises-its-boldest-ideas-in-2026,Overwatch 2 Promises Its “Boldest Ideas” in 2026 — What That Really Means,"Blizzard says 2026 will be Overwatch 2’s “boldest” year. Here’s what to actually prepare for: Perks, Stadium upgrades, hero reworks, esports shifts, and…","Blizzard promises Overwatch 2's boldest year in 2026 with Perks, Stadium upgrades, hero reworks, and esports shifts. Prepare accordingly.",137,ok
99190,manor-lords-massive-update-lands-new-duel-mode,"Manor Lords’ massive update lands — new duel mode, sieges overhaul, and a full stone economy","Manor Lords exits beta with a huge update: Duel and Fractured Realm modes, three new maps, stone industry, better castle combat, environment affinities,…","Manor Lords exits beta with Duel and Fractured Realm modes, three new maps, a stone economy, and overhauled castle combat.",122,ok
99189,lenovo-might-ship-a-legion-go-2-with,Lenovo might ship a Legion Go 2 with SteamOS at CES — could it top the Steam Deck?,"Rumors say Lenovo will launch a Legion Go 2 SteamOS edition at CES, swapping Windows for Valve’s OS on a high-end 8.8″ OLED handheld. Here’s why that…","Lenovo may launch a Legion Go 2 with SteamOS at CES, swapping Windows for Valve's OS on an 8.8-inch OLED handheld. A Steam Deck rival.",134,ok
99175,bungies-marathon-lost-its-art-lead-months-before,Bungie’s Marathon lost its art lead months before launch — why that matters,"Bungie’s Marathon lost art director Joseph Cross by choice ahead of March 2026. That shift could change the game’s look, polish, and launch risk for…",Bungie's Marathon lost art director Joseph Cross months before its March 2026 launch. That shift could change the game's look and polish.,137,ok
99174,exodus-studio-boss-steps-back-right-after-the,Exodus’ studio boss steps back right after The Game Awards — why gamers should pay attention,James Ohlen moved from Archetype’s studio head to consultant days after the Exodus trailer; Hasbro hired Blizzard vet Paul Della Bitta to run game ops….,Exodus' James Ohlen moved to consultant days after The Game Awards trailer. Hasbro brought in a Blizzard vet to run game operations.,132,ok
99173,riots-2025-league-overhaul-looks-aggressive-but-is,Riot’s 2025 League Overhaul Looks Aggressive — But Is It Player-Friendly?,"Riot’s 2025 seasonal revamp shuffles seasons, runes, Battle Passes, Atakhan, boots, and even the attack-speed cap. Here’s what actually matters for…","Riot's 2025 League overhaul reshuffles seasons, runes, Battle Passes, and the attack-speed cap. Here's what actually matters for players.",137,ok
99172,riot-says-it-isn-t-making-lol-2,Riot says it isn’t making “LoL 2″—but the post-2026 overhaul might feel like one,"Riot confirmed a major post-2026 overhaul of League—new integrated client, a reworked Summoner’s Rift, Runes changes and a rebuilt new-player path. Here’s…","Riot confirmed a major post-2026 League overhaul with a new client, reworked Summoner's Rift, and rebuilt new-player experience.",128,ok
99167,if-mario-kart-world-hits-switch-2-at,I’m Obsessing Over a 120Hz Mario Kart World Setup,"Dreaming of Mario Kart at 120Hz on a Switch 2? Here’s a forward-looking, hands-on guide with display tweaks, controller mapping, network, thermals, and…","Dreaming of 120Hz Mario Kart World on Switch 2? This hands-on guide covers display tweaks, controller mapping, network, and thermals.",133,ok
99162,diablo-iv-preorders-are-live-paladin-unlocked-now,"Diablo IV preorders are live — Paladin unlocked now, but there’s a catch","Blizzard’s Lord of Hatred expansion and a tie-in prequel novel are up for preorder. Here’s how to get the instant Paladin, what actually matters, and what…",Diablo IV's Lord of Hatred expansion is up for preorder with an instant Paladin unlock. Here's what matters and what to skip.,125,ok
99161,nintendo-just-scored-a-nearly-eur7m-win-over,Nintendo just scored a nearly €7M win over third‑party Wiimotes — why gamers should care,"Nintendo won a provisional nearly €7M damages ruling against Nacon for Wii‑remote patent infringement. Expect fewer third‑party Wiimotes, enforcement in…",Nintendo won nearly 7M euros in damages against Nacon for Wii-remote patent infringement. Expect fewer third-party controllers ahead.,133,ok
99156,capcoms-pragmata-finally-has-a-date-and-a,Capcom’s Pragmata finally has a date and a deal — but is this pre-order worth it?,"Pragmata’s new trailer and April 24, 2026 release landed at The Game Awards — here’s what the duo-focused gameplay actually means and whether Fanatical’s…","Capcom's Pragmata finally launches April 24, 2026. The duo-focused gameplay trailer dropped at The Game Awards. Is the pre-order worth it?",138,ok
99145,tomb-raiders-prime-video-series-just-got-darker,Tomb Raider’s Prime Video Series Just Got Darker — Jason Isaacs Joins Sophie Turner,Jason Isaacs is the latest big name to join Prime Video’s Tomb Raider. Here’s what his casting — plus two new games — actually means for Tomb Raider fans.,Jason Isaacs joins Sophie Turner in Prime Video's Tomb Raider series. His casting plus two new games signal a major franchise revival.,134,ok
99144,perfect-dark-reboot-was-canned-heres-what-gamers,"Perfect Dark reboot was canned — here’s what gamers, modders, and creators should actually do next","The Initiative’s Perfect Dark reboot was cancelled after long trouble; here’s a clear, practical plan for players, creators, and preservationists to…","The Perfect Dark reboot is officially dead. Here's a practical roadmap for players, modders, and preservationists to keep the franchise alive.",142,ok
99143,naughty-dog-s-flashy-space-heist-looks-great,Naughty Dog’s flashy space heist looks great—so why are devs being forced to crunch?,"Bloomberg reports mandatory overtime at Naughty Dog to finish an Intergalactic demo. Here’s what that means for the mid‑2027 release, gameplay, and player…","Naughty Dog's Intergalactic looks stunning, but reports of mandatory crunch raise serious questions about its mid-2027 release and dev culture.",143,ok
99142,arc-raiders-blew-up-in-2025-play-cold,"Arc Raiders blew up in 2025 — play Cold Snap now for 1,000 free tokens","Arc Raiders exploded in 2025 — millions sold and six‑figure Steam peaks. Play the Cold Snap Winter event to claim 1,000 free Raider tokens before Jan 13,…","Arc Raiders exploded in 2025 with millions sold. Play the Cold Snap event now to claim 1,000 free Raider tokens before the January 13 deadline.",143,ok
99136,dispatch-survived-a-seven-year-nightmare-and-sold,Dispatch survived a seven-year nightmare and sold a million copies — now what?,"AdHoc’s Dispatch went from near-collapse to a million sellers in 10 days. This is why its survival, tonal shift, and Switch 2 launch actually matter for…",Dispatch went from near-collapse to a million sales in 10 days. Here's why its survival and Switch 2 launch matter for indie gaming.,132,ok
99135,larian-says-a-lot-has-been-lost-in,Larian says “A lot has been lost in translation” — here’s what their AI clarification actually means,Larian insists Divinity’s final content is human-made but admits AI is used for placeholders and concept art. Here’s what that means for players and…,Larian admits AI is used for placeholders and concept art in Divinity. Here's what their clarification actually means for players and the industry.,147,ok
99134,stardew-valley-1-7-tease-new-farm-type,"Stardew Valley 1.7 Tease: New Farm Type, Social Upgrades and Real Player Impact","ConcernedApe teases Stardew Valley 1.7 with a new farm type, extra character/social content and “lots more.” Here’s a clear, practical look at what that…","ConcernedApe teases Stardew Valley 1.7 with a new farm type, social upgrades, and more. Here's what players can realistically expect from the update.",149,ok
99119,blizzard-promises-its-biggest-year-yet-for-2026,Blizzard promises its “biggest year yet” for 2026 — here’s why I’m cautiously excited,"Blizzard says 2026, its 35th anniversary, will be the “biggest year yet” with major BlizzCon reveals for WoW, Diablo IV, Overwatch 2, Hearthstone and…","Blizzard calls 2026 its biggest year yet, with BlizzCon reveals for WoW, Diablo IV, and Overwatch 2. Here's why cautious optimism is warranted.",143,ok
99117,world-war-zs-the-walking-dead-dlc-brings,"World War Z’s The Walking Dead DLC brings Rick, Daryl, Michonne—and a risky gameplay mix","World War Z’s Walking Dead crossover lands Jan 2026 with Rick, Daryl, Michonne and Negan. Here’s what actually changes for co-op fans — and what to be…","World War Z's Walking Dead DLC brings Rick, Daryl, and Michonne to co-op in January 2026. Here's what changes for gameplay and what to watch for.",145,ok
99116,dune-awakenings-chapter-3-shakes-up-endgame-but,Dune: Awakening’s Chapter 3 shakes up endgame — but does it fix the real problems?,"Chapter 3 overhauls Landsraad politics, adds specialization progression, new bosses, tier‑6 augments and a small paid DLC. Free update in early 2026 —…","Dune: Awakening Chapter 3 overhauls Landsraad politics, adds new bosses and tier-6 augments. Free update in early 2026 with a small paid DLC.",141,ok
99115,warhorse-director-calls-larian-backlash-ai-hysteria-and,Warhorse director calls Larian backlash “AI hysteria” — and he has a point,"Warhorse co-founder Daniel Vávra defends Larian amid AI backlash, saying generative tools could cut multi-year dev cycles and make NPCs believable — but…","Warhorse's Daniel Vavra defends Larian amid AI backlash, arguing generative tools could cut dev cycles. Here's why the debate matters for gamers.",145,ok
99106,sony-and-tencent-quietly-settled-the-horizon-lookalike,Sony and Tencent quietly settled the Horizon lookalike fight — what this means for gamers,Sony and Tencent reached a confidential settlement that removed Light of Motiram from storefronts and dismissed the suit. Here’s what gamers and devs…,"Sony and Tencent quietly settled the Horizon lookalike lawsuit, pulling Light of Motiram from stores. Here's what it means for gamers and developers.",149,ok
99105,escape-from-tarkov-just-hit-a-huge-sales,Escape From Tarkov just hit a huge sales spike — and there’s a catch,"Escape From Tarkov surged to ~1.1M copies and an estimated $38.9M Steam month — great for players, messy for the community thanks to a required Steam…","Escape From Tarkov surged to 1.1M copies and $38.9M on Steam, but a required Steam migration is splitting the community. Here's the full picture.",145,ok
